table_schema,table_name
hr,d
hr,e
hr,edh
hr,eph
hr,jc
hr,s
humanresources,department
humanresources,employee
humanresources,employeedepartmenthistory
humanresources,employeenameview
humanresources,employeepayhistory
humanresources,jobcandidate
humanresources,shift
humanresources,vemployee
humanresources,vemployeedepartment
humanresources,vemployeedepartmenthistory
humanresources,vjobcandidate
humanresources,vjobcandidateeducation
humanresources,vjobcandidateemployment
information_schema,_pg_foreign_data_wrappers
information_schema,_pg_foreign_servers
information_schema,_pg_foreign_table_columns
information_schema,_pg_foreign_tables
information_schema,_pg_user_mappings
information_schema,administrable_role_authorizations
information_schema,applicable_roles
information_schema,attributes
information_schema,character_sets
information_schema,check_constraint_routine_usage
information_schema,check_constraints
information_schema,collation_character_set_applicability
information_schema,collations
information_schema,column_column_usage
information_schema,column_domain_usage
information_schema,column_options
information_schema,column_privileges
information_schema,column_udt_usage
information_schema,columns
information_schema,constraint_column_usage
information_schema,constraint_table_usage
information_schema,data_type_privileges
information_schema,domain_constraints
information_schema,domain_udt_usage
information_schema,domains
information_schema,element_types
information_schema,enabled_roles
information_schema,foreign_data_wrapper_options
information_schema,foreign_data_wrappers
information_schema,foreign_server_options
information_schema,foreign_servers
information_schema,foreign_table_options
information_schema,foreign_tables
information_schema,information_schema_catalog_name
information_schema,key_column_usage
information_schema,parameters
information_schema,referential_constraints
information_schema,role_column_grants
information_schema,role_routine_grants
information_schema,role_table_grants
information_schema,role_udt_grants
information_schema,role_usage_grants
information_schema,routine_column_usage
information_schema,routine_privileges
information_schema,routine_routine_usage
information_schema,routine_sequence_usage
information_schema,routine_table_usage
information_schema,routines
information_schema,schemata
information_schema,sequences
information_schema,sql_features
information_schema,sql_implementation_info
information_schema,sql_parts
information_schema,sql_sizing
information_schema,table_constraints
information_schema,table_privileges
information_schema,tables
information_schema,transforms
information_schema,triggered_update_columns
information_schema,triggers
information_schema,udt_privileges
information_schema,usage_privileges
information_schema,user_defined_types
information_schema,user_mapping_options
information_schema,user_mappings
information_schema,view_column_usage
information_schema,view_routine_usage
information_schema,view_table_usage
information_schema,views
pe,a
pe,at
pe,be
pe,bea
pe,bec
pe,cr
pe,ct
pe,e
pe,p
pe,pa
pe,pnt
pe,pp
pe,sp
person,address
person,addresstype
person,businessentity
person,businessentityaddress
person,businessentitycontact
person,contacttype
person,countryregion
person,emailaddress
person,password
person,person
person,personphone
person,phonenumbertype
person,stateprovince
person,vadditionalcontactinfo
pg_catalog,pg_aggregate
pg_catalog,pg_am
pg_catalog,pg_amop
pg_catalog,pg_amproc
pg_catalog,pg_attrdef
pg_catalog,pg_attribute
pg_catalog,pg_auth_members
pg_catalog,pg_authid
pg_catalog,pg_available_extension_versions
pg_catalog,pg_available_extensions
pg_catalog,pg_backend_memory_contexts
pg_catalog,pg_cast
pg_catalog,pg_class
pg_catalog,pg_collation
pg_catalog,pg_config
pg_catalog,pg_constraint
pg_catalog,pg_conversion
pg_catalog,pg_cursors
pg_catalog,pg_database
pg_catalog,pg_db_role_setting
pg_catalog,pg_default_acl
pg_catalog,pg_depend
pg_catalog,pg_description
pg_catalog,pg_enum
pg_catalog,pg_event_trigger
pg_catalog,pg_extension
pg_catalog,pg_file_settings
pg_catalog,pg_foreign_data_wrapper
pg_catalog,pg_foreign_server
pg_catalog,pg_foreign_table
pg_catalog,pg_group
pg_catalog,pg_hba_file_rules
pg_catalog,pg_ident_file_mappings
pg_catalog,pg_index
pg_catalog,pg_indexes
pg_catalog,pg_inherits
pg_catalog,pg_init_privs
pg_catalog,pg_language
pg_catalog,pg_largeobject
pg_catalog,pg_largeobject_metadata
pg_catalog,pg_locks
pg_catalog,pg_matviews
pg_catalog,pg_namespace
pg_catalog,pg_opclass
pg_catalog,pg_operator
pg_catalog,pg_opfamily
pg_catalog,pg_parameter_acl
pg_catalog,pg_partitioned_table
pg_catalog,pg_policies
pg_catalog,pg_policy
pg_catalog,pg_prepared_statements
pg_catalog,pg_prepared_xacts
pg_catalog,pg_proc
pg_catalog,pg_publication
pg_catalog,pg_publication_namespace
pg_catalog,pg_publication_rel
pg_catalog,pg_publication_tables
pg_catalog,pg_range
pg_catalog,pg_replication_origin
pg_catalog,pg_replication_origin_status
pg_catalog,pg_replication_slots
pg_catalog,pg_rewrite
pg_catalog,pg_roles
pg_catalog,pg_rules
pg_catalog,pg_seclabel
pg_catalog,pg_seclabels
pg_catalog,pg_sequence
pg_catalog,pg_sequences
pg_catalog,pg_settings
pg_catalog,pg_shadow
pg_catalog,pg_shdepend
pg_catalog,pg_shdescription
pg_catalog,pg_shmem_allocations
pg_catalog,pg_shseclabel
pg_catalog,pg_stat_activity
pg_catalog,pg_stat_all_indexes
pg_catalog,pg_stat_all_tables
pg_catalog,pg_stat_archiver
pg_catalog,pg_stat_bgwriter
pg_catalog,pg_stat_database
pg_catalog,pg_stat_database_conflicts
pg_catalog,pg_stat_gssapi
pg_catalog,pg_stat_io
